partNumber,resourceType,section,issueType,severity,problem,recommendation,fixSource,affectsLaunch
51,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
52,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
52,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"6 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
52,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
52,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
52,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"9 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
52,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 1 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
52,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
52,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
53,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
53,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"12 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
53,briefing,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
53,briefing,nested list section,nested_bullets_flattened,low,Source contains indented bullet items (2+ spaces + *). These were previously rendered as flat bullets.,Renderer now detects indentation and renders nested lists — verify visually.,renderer,false
53,facts,genealogy/lineage section,genealogy_chain_unstructured,high,"15 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
53,facts,fact/list section,repeated_short_lines_not_bullets,medium,Found 2 cluster(s) of 4+ consecutive short sentences that should be a bullet list.,Convert clusters of short factual sentences to bullet lists in source. Low-risk auto-fix candidate.,source_content,false
53,facts,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
53,report,genealogy/lineage section,genealogy_chain_unstructured,medium,"8 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
53,report,name notes,name_notes_mixed_in_list,low,"2 ""was called / name was"" notes are scattered inline with lineage or body text.","Group into a ""Name Notes"" or ""Also Known As"" callout section for easier scanning.",both,false
53,report,long paragraph,dense_paragraph_no_headings,low,One or more paragraphs exceed 600 characters without an internal line break.,Split at sentence boundaries where logical. Flag for human review — do not auto-split.,source_content,false
53,report,(entire resource),dense_paragraph_no_headings,low,Long content block has no discernible heading structure.,Add section headings to source content. Requires human judgment — do not auto-add.,source_content,false
54,briefing,table section,tab_table_unrendered,high,Content contains tab-separated columns that render as plain text without structure.,"Renderer now handles tab tables — verify visually. If still broken, source may need re-encoding.",renderer,true
54,briefing,genealogy/lineage section,genealogy_chain_unstructured,medium,"20 ""bin/bint"" genealogy lines appear as plain numbered/bulleted items without visual chain structure.",Renderer or source: separate main lineage from name-notes. Render lineage as a vertical chain card with gold accents.,both,false
